,minute,symbol,ofi_0_h_i_t,ofi_1_h_i_t,ofi_2_h_i_t,ofi_3_h_i_t,ofi_4_h_i_t,ofi_5_h_i_t,ofi_6_h_i_t,ofi_7_h_i_t,ofi_8_h_i_t,ofi_9_h_i_t,ofi_pca_proj
24,2024-10-21 12:18,AAPL,-531.1646386888503,212.80854233921036,6.511050409734294,-297.7948845294264,257.8718649118451,360.67792401291285,23.13136329774025,-516.2577601191955,-37.866898435559975,1203.687608641669,-11.023843445816798
25,2024-10-21 12:19,AAPL,-408.8471849865952,763.1367292225202,-135.25469168900807,129.89276139410188,42.62734584450403,-15.683646112600538,183.5120643431636,-89.8123324396783,-83.24396782841823,-66.75603217158178,-15.590443413734498
26,2024-10-21 12:20,AAPL,-91.21800529567518,102.11827007943512,345.25154457193287,496.0194174757281,-121.62400706090024,58.97616946160635,618.9055604589585,-356.8402471315092,-34.42188879082082,-75.61341571050308,-82.13235031485874
27,2024-10-21 12:21,AAPL,0.0,-194.0600176522507,172.5132391879965,318.7533097969992,19.60061782877317,-223.11341571050315,553.4046778464256,-274.8256840247132,7.367608120035306,181.27096204766116,-28.568758615092815
28,2024-10-21 12:22,AAPL,16.064215432418436,-142.1853961677887,-252.9259451061626,405.0233039875712,-308.29621957534954,144.46400828586223,435.2149145520456,-408.4412221646815,-63.345416882444326,-51.15484205075091,58.714567680090006
29,2024-10-21 12:23,AAPL,-111.97919375812744,228.8270481144344,-1229.945383615085,-1308.1482444733422,1833.6592977893367,-1485.24577373212,3406.236671001301,-1142.3094928478545,-215.4382314694409,-517.5994798439533,127.08074095092628
30,2024-10-21 12:24,AAPL,-29.80344576559088,-527.9228342635283,513.5234166464451,825.2875515651541,-696.5299684542587,286.8163067216695,518.7139043921378,-611.6403785488959,-279.1142926474157,137.6316428051444,-49.94594463587734
31,2024-10-21 12:25,AAPL,7.906861530839733,56.10106514738668,-47.15878127322269,-190.80009908347785,592.8263562051028,-132.53405994550408,262.43249938072825,145.90042110478078,-71.91478820906615,-28.144661877631904,-42.26100384146805
32,2024-10-21 12:26,AAPL,41.84173669467787,191.3515406162465,-276.6106442577031,-686.4495798319329,1320.903361344538,-721.9887955182073,783.6134453781513,-165.61624649859945,-184.17366946778716,83.68347338935574,-51.570418059611036
33,2024-10-21 12:27,AAPL,4.156902699949057,-187.40703005603663,257.38155883851243,-881.7829852266938,414.3046357615893,642.2414671421293,64.43199184921038,-28.578706062149767,-1.3856342333163525,-63.91237901171675,-49.59105282199298
34,2024-10-21 12:28,AAPL,-58.90728476821192,-42.31788079470199,-42.91390728476821,-267.91390728476824,347.4834437086093,-260.6622516556291,314.80132450331126,-173.34437086092714,-29.90066225165563,-60.0,26.329270490150126
35,2024-10-21 12:29,AAPL,-361.3392141138733,540.8580593424218,-990.3127506014434,-1091.2510024057738,2961.7321571772254,-754.570970328789,2587.57016840417,-892.3336006415396,-120.33680834001603,30.90617481956696,20.95965835487427
36,2024-10-21 12:30,AAPL,-292.20536165907936,-594.7799696509862,-234.96712190187148,1454.5978755690437,-675.6600910470409,270.84471421345467,251.35053110773893,-25.300961052099133,-313.566009104704,22.39757207890743,143.39214068076782
37,2024-10-21 12:31,AAPL,-725.7752750130958,161.66055526453638,-122.4122577265584,855.6128863279204,157.84180199057096,-109.0466212676794,0.8486118386589837,274.3137768465165,-668.9182818229439,-256.28077527501307,80.82204063059362
38,2024-10-21 12:32,AAPL,-597.596566523605,54.9633930825549,218.66195405200705,307.58646806362026,297.75561726836656,-29.790456955314312,-30.982075233526885,416.7684928048472,-144.78162080282755,-102.33021964150466,43.65068155812918
39,2024-10-21 12:33,AAPL,-315.2724481964696,-108.15042210283958,337.0887695062675,54.0086978766948,186.902020977232,-82.74238935789204,12.77052954719877,169.2095165003837,13.834740342798668,-183.7093885904323,29.343971253233015
40,2024-10-21 12:34,AAPL,-768.1295874462161,-133.6370539104024,43.087825866869146,854.9531764110351,-790.6454062262718,316.1933687674006,908.7319665907364,-822.394330549228,-99.7823335864338,-50.70108833206783,171.6622007333984
41,2024-10-21 12:35,AAPL,119.28939237899073,-494.9639546858908,269.1040164778579,-98.93923789907312,249.557157569516,325.46858908341915,99.20700308959836,-213.27497425334707,19.814624098867142,-82.7394438722966,-4.379807736801528
42,2024-10-21 12:36,AAPL,-17.181341980543777,-199.5310551259666,236.94686954352707,11.91319531055126,-13.0506360688451,132.48191568969818,-29.333998503367425,-52.62160139685707,-7.662758792716389,-6.225991519082066,-10.499898748233248
43,2024-10-21 12:37,AAPL,-53.827392120075054,-3.386491557223265,-762.673545966229,1577.3921200750472,-486.0506566604128,103.37711069418388,89.11819887429645,145.26266416510322,-517.5984990619138,90.72232645403378,65.63838198540864
44,2024-10-21 12:38,AAPL,-1069.7723998847596,-80.92768654566409,-848.6718524920773,748.8101411696919,-67.18524920772113,-139.25669835782196,-531.0688562373956,356.6925957937194,-21.68251224431,-563.1345433592625,478.3177853193384
45,2024-10-21 12:39,AAPL,-111.6323865491348,-173.7740777015997,64.46947437153116,193.50963108063985,-122.7652628142344,66.08880182827292,-35.726412014365,33.7022526934378,0.3036238981390792,-8.50146914789422,40.313198930048635
46,2024-10-21 12:40,AAPL,-527.4142940151075,340.97617664148754,-112.35909355026148,467.3358512492737,182.7164439279489,-39.875072632190594,244.74433468913423,-12.051133062173156,42.35618826263801,94.81406159209764,60.71784734525669
47,2024-10-21 12:41,AAPL,-643.5213204951857,-300.54470426409904,-256.1760660247593,163.38927097661622,96.48418156808803,11.972489683631364,273.60660247592847,215.5048143053645,-129.76066024759285,4.049518569463549,192.87929106750414
48,2024-10-21 12:42,AAPL,-2.775665399239544,-494.62357414448667,660.0532319391635,17.579214195183777,613.6070975918884,165.61470215462612,428.3776932826362,-260.5424588086185,231.12040557667933,72.35234474017744,-61.810008892010636
49,2024-10-21 12:43,AAPL,-32.4289597232518,-501.7247343711392,219.1055102545096,-126.18729923400052,509.2858907832964,473.66444279713374,80.14825796886585,-32.26093402520386,285.9797380775884,0.0,41.08125226444163
50,2024-10-21 12:44,AAPL,-552.2834645669292,154.48818897637796,-334.96062992125985,223.93700787401576,275.90551181102364,44.25196850393701,-114.96062992125984,218.58267716535437,-141.5748031496063,-134.1732283464567,141.9400422152292
51,2024-10-21 12:45,AAPL,-51.06530089628681,-628.3252240717028,323.63124199743913,323.76184379001273,139.48271446862995,174.61459667093467,435.4263764404609,-185.45454545454544,-16.97823303457106,-53.41613316261203,20.819204449531448
52,2024-10-21 12:46,AAPL,13.731036256106966,-29.69915145281563,-30.856261249678575,-19.208022627924915,143.79017742350217,-36.333247621496525,-42.04165595268706,-12.111082540498842,14.116739521727949,-103.13705322705064,19.395881078748282
53,2024-10-21 12:47,AAPL,-259.4257467395877,-191.3083718973496,-33.89145982330668,400.6773243584349,-229.4362641985696,146.9373159444678,388.30248212031967,-76.47875473285653,-25.19562473706352,43.14472023559107,64.43223630797883
54,2024-10-21 12:48,AAPL,-166.60137120470125,-803.7708129285014,952.0078354554356,-14.397649363369244,217.8746327130264,159.84329089128303,-263.85896180215474,-235.7982370225269,-178.35455435847206,343.63369245837407,-46.11330169394541
55,2024-10-21 12:49,AAPL,-51.95562241444152,-1088.1910492666414,563.8962015795411,344.5656261752538,-612.4670928920646,1329.0146671681082,732.9635201203458,231.00789770590444,426.9838285069574,230.50018804061676,-3.033146645126397
56,2024-10-21 12:50,AAPL,-2.1960146400976006,-431.1874745831639,-800.8865392435949,819.1134607564051,-845.0264335095567,740.7157381049207,259.2395282635218,-115.18096787311916,145.92517283448555,-74.44489629930867,215.37633447495736
57,2024-10-21 12:51,AAPL,-54.172970762625226,-186.98834594152524,-959.8037211204252,1773.8376610100183,-1347.3890819873236,1156.0826006951545,750.0470251482315,-242.6006951543652,329.6176650991617,-170.7626252300143,207.3032694354733
58,2024-10-21 12:52,AAPL,-20.170842824601365,27.7714502657555,-510.1176917236142,155.5201214882308,-607.463933181473,440.250569476082,506.46355353075165,-71.9134396355353,314.9867122247532,86.96848899012907,92.79158575688268
59,2024-10-21 12:53,AAPL,-45.302081228531016,-42.115578904829256,-44.57264093756314,56.62760153566377,-46.06991311376036,-11.709436249747425,21.99838351182057,-11.13356233582542,-31.788240048494647,-28.56334613053142,24.86078204396822
60,2024-10-21 12:54,AAPL,-20.51625239005736,15.082217973231357,-32.382409177820264,-187.4187380497132,-29.055449330783937,224.23709369024857,99.03250478011472,129.8623326959847,397.68260038240913,-29.609942638623327,35.31901989010139
61,2024-10-21 12:55,AAPL,-215.34988713318285,131.1512415349887,-833.6343115124154,761.0609480812642,-680.6997742663657,187.81038374717835,588.6004514672686,-168.17155756207677,91.64785553047405,-134.19864559819413,183.2699281251962
62,2024-10-21 12:56,AAPL,20.514482479238403,93.82215920599556,-421.95665383836337,405.62284788332994,-465.7079197893458,278.8414016609277,57.94612112618999,125.71197083248936,122.89244480453718,-104.41968806967796,67.47394293811679
63,2024-10-21 12:57,AAPL,0.940353604041189,0.598406838935302,-34.49387993005634,43.51272585972411,17.738488439867883,20.816009325820865,124.81056926364872,17.011851564017874,19.790169030503204,6.454245191373615,-3.150731992580632
64,2024-10-21 12:58,AAPL,-0.639355908122188,99.95264030310206,-307.9564290788539,-54.98460809850817,-865.0485436893205,576.6990291262136,-472.0577788302155,639.7821453942695,41.34501539190149,161.3308074828321,21.81950713135407
65,2024-10-21 12:59,AAPL,-2.424479166666667,9.104166666666668,-38.0,26.768229166666668,-137.0078125,74.16927083333334,-5.393229166666667,-37.208333333333336,-5.986979166666667,68.97395833333334,2.4223151987401637
66,2024-10-21 13:00,AAPL,-218.54757929883132,172.53756260434054,-31.03505843071786,-563.8397328881468,519.7829716193655,-392.3873121869783,512.1869782971619,199.88313856427376,-234.1736227045075,136.5108514190317,-46.03053360685985
67,2024-10-21 13:01,AAPL,-311.6484819734345,-585.8325426944972,-1244.3738140417456,556.6935483870967,-42.73719165085389,-4.162713472485769,226.17409867172677,226.17409867172677,-258.9207779886148,450.96062618595823,300.71270805958625
68,2024-10-21 13:02,AAPL,-7134.75625823452,-5121.273605621433,-5333.219148001757,-555.5204216073782,-529.8638559508125,-1472.4637681159422,-1659.868247694335,-1888.5463328941591,3522.7580149319283,-2318.014931927976,4411.133380378447
69,2024-10-21 13:03,AAPL,7.605453770771199,-613.5066041755434,710.34938219003,696.1525351512571,533.3958244567534,647.4776310183214,1101.7767362590544,-388.8922028121007,71.99829569663402,1029.7784405624204,-219.5610932342192
70,2024-10-21 13:04,AAPL,0.3980891719745223,-100.61703821656052,-46.57643312101911,13.435509554140127,-60.70859872611465,-50.55732484076433,12.340764331210192,-98.02945859872612,-55.035828025477706,-15.42595541401274,29.17814858090346
